Start,End,Open,High,Low,Close,Volume,Market Cap
2023-09-18,2023-09-19,1.00055,1.00109,1.000465,1.00061,41778670053.377625,83096257617.53496
2023-09-17,2023-09-18,1.000535,1.0007,1.000525,1.0005600000000001,63140480951.55052,83093047847.74913
2023-09-16,2023-09-17,1.0005099999999998,1.0006499999999998,1.000445,1.000535,40906915910.794426,83088163709.51917
2023-09-15,2023-09-16,1.000435,1.0005899999999999,1.000265,1.00046,85316421690.45645,83078737752.45993
2023-09-14,2023-09-15,1.000395,1.000685,1.00024,1.000435,58317199129.439026,83067834378.29268
2023-09-13,2023-09-14,1.00042,1.000505,1.000255,1.00042,64369792593.29269,83061711862.8676
2023-09-12,2023-09-13,1.00012,1.0006650000000001,1.000025,1.0003799999999998,64540332055.92683,83049950684.0453
2023-09-11,2023-09-12,1.000065,1.000245,0.99991,1.000175,50781673089.52265,83022954634.01743
2023-09-10,2023-09-11,1.000075,1.000225,1,1.00001,42875882087.874565,83026753297.58188
2023-09-09,2023-09-10,1.00011,1.0002,0.99995,1.00007,61828101479.52962,83023123144.69687
2023-09-08,2023-09-09,1.00017,1.00026,0.9998499999999999,1.00007,46966928442.78397,82918835292.24739
2023-09-07,2023-09-08,1.00012,1.000275,0.999905,1.00012,67122934361.60279,82919565759.64809
2023-09-06,2023-09-07,0.999865,1.00037,0.99979,1.0002,83828808112.82579,82911008778.44948
2023-09-05,2023-09-06,0.999865,1.00006,0.999655,0.99989,85655724463.10802,82893192986.08362
2023-09-04,2023-09-05,1,1.000005,0.9996750000000001,0.999835,43495793469.59233,82888864441.65157
2023-09-03,2023-09-04,1.000205,1.00034,1,1.00002,71765568568.29268,82916546594.1324
2023-09-02,2023-09-03,1.00006,1.00042,0.999965,1.00021,53341978956.69686,82911487373.1359
2023-09-01,2023-09-02,1.0004250000000001,1.000495,0.999735,1.0000499999999999,63106891188.79094,82872525962.67596
2023-08-31,2023-09-01,1.000505,1.000745,1.0002849999999999,1.0004300000000002,49869254923.81882,82884586247.10802
2023-08-30,2023-08-31,1.000405,1.000495,1.00019,1.0004849999999998,72972016565.61673,82874621575.87108
2023-08-29,2023-08-30,1.00014,1.00073,1.0000149999999999,1.000395,51943398688.39024,82871667102.85017
2023-08-28,2023-08-29,1.000155,1.000365,1,1.00013,36448010041.02788,82861745731.21951
2023-08-27,2023-08-28,1.000235,1.000365,1.0001,1.00017,26670316685.317074,82862357698.30313
2023-08-26,2023-08-27,1.0002,1.00029,0.9999899999999999,1.000195,37427286366.083626,82860625716.04878
2023-08-25,2023-08-26,1.00016,1.00044,1.0000499999999999,1.00024,46769698709.44948,82865439183.32753
2023-08-24,2023-08-25,1.000395,1.00044,1.0000499999999999,1.00017,53996835996.44948,82867077349.87805
2023-08-23,2023-08-24,0.999945,1.000505,0.99989,1.0004,61273172009.2892,82858062382.32404
2023-08-22,2023-08-23,1.00037,1.000395,0.999935,0.999935,86831277602.49826,82860651695.75958
2023-08-21,2023-08-22,1.00036,1.000425,0.9999499999999999,1.000315,58491437407.954704,82866334040.82579
2023-08-20,2023-08-21,1.00019,1.000445,1.000135,1.000375,36675865396.56795,82871095548.67247
2023-08-19,2023-08-20,1.00016,1.00037,0.999975,1.0001799999999998,49626535914.167244,83074946330.49826
2023-08-18,2023-08-19,1.00034,1.0004,0.999645,1.00017,96948716359.17421,83828188716.53659
2023-08-17,2023-08-18,0.9994350000000001,1.000395,0.9992099999999999,1.000395,61036293523.32404,83784868586.45645
2023-08-16,2023-08-17,0.99949,0.999665,0.99933,0.99941,53107399045.38328,83779901900.90941
2023-08-15,2023-08-16,0.99964,0.9996849999999999,0.99924,0.9995499999999999,51769241857.56446,83776008580.12892
2023-08-14,2023-08-15,0.9998549999999999,0.9998849999999999,0.9991749999999999,0.99959,46104821406.42509,83776878954.90593
2023-08-13,2023-08-14,0.99993,1.000085,0.99981,0.9998549999999999,40591721787.045296,83818772312.80836
2023-08-12,2023-08-13,0.9996050000000001,1.0000499999999999,0.9996050000000001,0.99998,35530778049.51219,83816171411.05923
2023-08-11,2023-08-12,0.99943,0.999675,0.99905,0.9996,45222384261.70731,83774546759.35191
2023-08-10,2023-08-11,0.99998,1.00004,0.99936,0.999395,51518823011.82578,83799145069.45993
2023-08-09,2023-08-10,1.000075,1.000255,0.999665,0.9999849999999999,58470565084.703835,83826598384.08711
2023-08-08,2023-08-09,0.9996149999999999,1.000395,0.999485,1.00007,57706555040.480835,83807160987.56445
2023-08-07,2023-08-08,0.9991,0.999755,0.998875,0.999635,52211022938.519165,83760685018.74216
2023-08-06,2023-08-07,0.99954,0.99961,0.9991300000000001,0.9991749999999999,55797591432.547035,83770857889.08362
2023-08-05,2023-08-06,0.99934,0.999605,0.999215,0.999575,51706152953.9021,83773775004.89511
2023-08-04,2023-08-05,0.9997,0.9999899999999999,0.999225,0.99934,53720208074.70035,83793531444.20558
2023-08-03,2023-08-04,1.000045,1.000115,0.99943,0.9996700000000001,59746024026.96864,83802521422.66899
2023-08-02,2023-08-03,1.000135,1.000305,0.99988,1.000035,67271739092.811844,83828290941.77351
2023-08-01,2023-08-02,1.0006,1.000715,1.00003,1.000135,59502184740.77352,83857081946.50871
2023-07-31,2023-08-01,1.00064,1.000695,1.00042,1.00064,52380914741.538734,83873001093.16197
2023-07-30,2023-07-31,1.00075,1.00079,1.00064,1.000645,43340898870.27526,83874006155.45296
2023-07-29,2023-07-30,1.000725,1.0008,1.000655,1.00075,41548915472.78049,83835387909.03833
2023-07-28,2023-07-29,1.00049,1.00074,1.000365,1.000715,49857340111.850174,83819577118.22649
2023-07-27,2023-07-28,1.00069,1.00069,1.00032,1.00044,59021040956.34146,83819334840.81184
2023-07-26,2023-07-27,1.00067,1.00084,1.0004650000000002,1.00064,90479215826.05576,83829487140.34146
2023-07-25,2023-07-26,1.00068,1.00091,1.0005000000000002,1.000715,82763071699.41812,83831378655.60628
2023-07-24,2023-07-25,1.00048,1.00074,1.0004,1.00074,93467109621.1324,83819768313.06621
2023-07-23,2023-07-24,1.00065,1.000705,1.000405,1.000425,104551300969.49826,83824810894.17421
2023-07-22,2023-07-23,1.0006400000000002,1.00075,1.0005950000000001,1.0006599999999999,74879784546.79094,83830447492.97562
2023-07-21,2023-07-22,1.000635,1.0006950000000001,1.0004499999999998,1.000645,66116743337.02788,83825574214.04878
2023-07-20,2023-07-21,1.000515,1.00064,1.000395,1.000585,69725436181.8467,83726004052.34843
2023-07-19,2023-07-20,1.000655,1.00068,1.0004,1.000515,66863899137.30314,83407189325.78049
2023-07-18,2023-07-19,1.00061,1.000725,1.000475,1.0006,71150556805.08014,83411030599.32753
2023-07-17,2023-07-18,1.00069,1.000795,1.00009,1.000645,106529475861.25784,83413028932.87805
2023-07-16,2023-07-17,1.0005549999999999,1.00074,1.00053,1.0005950000000001,90749158030.2683,83413952581.31358
2023-07-15,2023-07-16,1.000845,1.00087,1.0005549999999999,1.0006050000000002,105334345501.05923,83418666673.48781
2023-07-14,2023-07-15,1.000715,1.000995,1.000655,1.00085,134663316799.90941,83427362909.97562
2023-07-13,2023-07-14,1.000635,1.000835,1.000425,1.0006650000000001,111738866600.21603,83410647198.11497
2023-07-12,2023-07-13,1.0006,1.00073,1.00039,1.000685,93294321857.1568,83408047621.6899
2023-07-11,2023-07-12,1.000515,1.000645,1.000305,1.000565,133961380182.62369,83401076690.60278
2023-07-10,2023-07-11,1.000495,1.00059,1.00027,1.00053,105219463645.67596,83398970553.14635
2023-07-09,2023-07-10,1.00065,1.000715,1.00037,1.0004499999999998,71709937314.4216,83428986768.93379
2023-07-08,2023-07-09,1.00061,1.0007350000000002,1.00043,1.000695,105864448829.83972,83425436679.60628
2023-07-07,2023-07-08,1.000495,1.000625,1.00034,1.00056,84791809350.06271,83418897194.23694
2023-07-06,2023-07-07,1.0003199999999999,1.00056,1.0001449999999998,1.00044,78482515523.67596,83406235112.00348
2023-07-05,2023-07-06,1.00034,1.00044,1.000155,1.000275,83301354997.92683,83403251526.25784
2023-07-04,2023-07-05,1.000525,1.000635,1.00028,1.0002849999999999,66302434975.21255,83417257238.85365
2023-07-03,2023-07-04,1.000555,1.00068,1.000365,1.000475,69941078224.27177,83422363034.3101
2023-07-02,2023-07-03,1.0005,1.00061,1.00036,1.000565,120558676724.91986,83417947211.22299
2023-07-01,2023-07-02,1.000395,1.000565,1.000245,1.00043,114368681583.76656,83412344635.69687
2023-06-30,2023-07-01,1.000335,1.000645,1.00019,1.00043,95253831811.50871,83364771113.27177
2023-06-29,2023-06-30,1.00034,1.00046,1.00021,1.00029,64485480584.32404,83203101119.83972
2023-06-28,2023-06-29,1.0005,1.00056,1.000205,1.000335,66294674546.57491,83206977401.5784
2023-06-27,2023-06-28,1.000225,1.000655,1.00013,1.000495,67428640180.811844,83206749896.42857
2023-06-26,2023-06-27,1.000335,1.0004499999999998,1.000105,1.00028,63273584518.50174,83200085590.05226
2023-06-25,2023-06-26,1.000425,1.00075,1.00015,1.000275,86950765877.03484,83211385494.58188
2023-06-24,2023-06-25,1.00079,1.00081,1.0004,1.000475,77179769894.446,83221398618.51917
2023-06-23,2023-06-24,1.00047,1.000795,1.00037,1.00079,68604479191.39721,83224318509.21951
2023-06-22,2023-06-23,1.000245,1.0007000000000001,0.9997799999999999,1.00046,88676688145.33101,83209478508.93031
2023-06-21,2023-06-22,1.00042,1.0005,0.9999899999999999,1.000195,84122835327.4216,83194206683.62718
2023-06-20,2023-06-21,1.0002499999999999,1.00042,0.99986,1.0004,52818231237.44948,83230120183.43205
2023-06-19,2023-06-20,1.0003199999999999,1.000405,0.9999199999999999,1.0002149999999999,39220887733.79094,83374381225.80836
2023-06-18,2023-06-19,1.0002,1.00036,1.00014,1.000305,36997405310.585365,83377567361.54704
2023-06-17,2023-06-18,0.999915,1.0002499999999999,0.999905,1.00016,53825568718.80139,83361535028.65157
2023-06-16,2023-06-17,0.999905,0.9999849999999999,0.999355,0.99997,55090162652.087105,83333363722.01393
2023-06-15,2023-06-16,1.000205,1.00026,0.997985,0.999835,72679320935.4251,83315411575.33449
2023-06-14,2023-06-15,1.000275,1.000465,1.000005,1.0002499999999999,56124108404.452965,83380115979.64459
2023-06-13,2023-06-14,1.000295,1.0004899999999999,1.000125,1.000225,61071708449.627174,83381251603.24739
2023-06-12,2023-06-13,1.000515,1.0005199999999999,1.000195,1.000425,55789072895.44251,83390352566.11497
2023-06-11,2023-06-12,1.000665,1.00074,1.00041,1.000525,64669065206.53658,83406948354.17421
2023-06-10,2023-06-11,1.000405,1.00077,1.0003,1.000665,80555054526.6993,83364776554.68182
2023-06-09,2023-06-10,1.0006400000000002,1.00065,1.000225,1.00035,48838083228.16028,83188148486.10452
2023-06-08,2023-06-09,1.00043,1.0007000000000001,1.00029,1.0006400000000002,63587426563.979095,83190492401.33449
2023-06-07,2023-06-08,1.0053133333333333,1.0115266666666667,1.00021,1.00037,85004614495.92683,83427973897.01393
2023-06-06,2023-06-07,1.00089,1.0080833333333332,1.0000666666666667,1.0035133333333333,82464604924.95819,83233542408.1115
2023-06-05,2023-06-06,1.0002633333333335,1.0010999999999999,1.00011,1.0009666666666666,59175194645.10104,83193976886.81534
2023-06-04,2023-06-05,1.0005266666666666,1.0005533333333334,1.0001433333333332,1.00033,37241547285.940765,83168826200.64809
2023-06-03,2023-06-04,1.0004133333333332,1.0006333333333333,1.00026,1.0005666666666666,64565834099.48781,83100726470.22997
2023-06-02,2023-06-03,1.0003733333333333,1.0004533333333332,0.9999866666666666,1.00035,84409057910.76306,83082551955.63414
2023-06-01,2023-06-02,1.0003266666666668,1.0006566666666667,1.0001433333333332,1.0004433333333334,57347958885.2892,83093630894.10452
2023-05-31,2023-06-01,1.0005966666666666,1.00084,1.0001966666666666,1.0003,77908863688.46341,83101943957.09059
2023-05-30,2023-05-31,1.0005633333333332,1.0008800000000002,1.0003866666666668,1.0005966666666666,69782793622.13937,83113651898.37979
2023-05-29,2023-05-30,1.0007233333333332,1.0007633333333332,1.0002166666666668,1.00053,69473459290.04181,83107230667.51917
2023-05-28,2023-05-29,1.0008666666666668,1.0014233333333333,1.0004866666666665,1.00061,46557316861.43056,83135122758.34723
2023-05-27,2023-05-28,1.00084,1.0012366666666666,1.0006733333333333,1.0008666666666668,44982699619.298615,83138519308.48264
2023-05-26,2023-05-27,1.0004766666666667,1.00093,1.0004033333333333,1.0008666666666668,56386155558.73077,83114432758.32169
2023-05-25,2023-05-26,1.00036,1.0008566666666667,1.0002766666666665,1.0004799999999998,72854034144.54736,83081452860.62807
2023-05-24,2023-05-25,1.0003733333333333,1.0015933333333333,1.00029,1.00039,79670560156.03125,82884018831.04861
2023-05-23,2023-05-24,1.00052,1.00055,1.0001366666666667,1.0003733333333333,84756710577.14583,82853201911.72917
2023-05-22,2023-05-23,1.0005366666666666,1.00059,1.00016,1.0005,59101923297.614586,82852996772.39236
2023-05-21,2023-05-22,1.0004466666666667,1.00081,1.0001833333333332,1.0006066666666666,56248337342.322914,82860696209.23958
2023-05-20,2023-05-21,1.0004066666666664,1.00052,1.00017,1.0004433333333334,64469140522.69444,82853377334.68056
2023-05-19,2023-05-20,1.0004633333333333,1.0007566666666667,1.0001766666666667,1.0004066666666664,64918333420.93056,82862577931.63194
2023-05-18,2023-05-19,1.0001266666666666,1.0010133333333335,1.0000233333333333,1.00036,64809637499.197914,82849989659.125
2023-05-17,2023-05-18,1.0002833333333332,1.0005300000000001,1.0000666666666667,1.0001566666666666,58753233258.333336,82849760554.88542
2023-05-16,2023-05-17,1.0005466666666667,1.0006433333333333,1.0001466666666667,1.0003166666666667,57195520835.677086,76927025958.26389
2023-05-15,2023-05-16,1.00063,1.00081,1.0002333333333333,1.0005433333333331,54483281554.10526,67754376121.85965
2023-05-14,2023-05-15,1.0008666666666668,1.00089,1.0004133333333334,1.0005666666666666,39168634489.673615,67762869106.673615
2023-05-13,2023-05-14,1.0007266666666668,1.0009833333333333,1.0004633333333333,1.0009,61764972621.829865,67768281556.02431
2023-05-12,2023-05-13,1.0008566666666667,1.0024033333333333,1.0005533333333332,1.0007633333333334,78911295493.75694,67818700030.84028
2023-05-11,2023-05-12,1.0018566666666666,1.0018566666666666,1.00066,1.0009366666666668,88982039154.89236,67800921643.576385
2023-05-10,2023-05-11,1.0034233333333333,1.0034666666666667,1.0007866666666667,1.0017833333333332,69284304182.16667,67829240393.89931
2023-05-09,2023-05-10,1.00737,1.0097566666666669,1.0017099999999999,1.0027566666666665,84897908986.59583,68166324666.125435
2023-05-08,2023-05-09,1.0076166666666666,1.0144366666666667,1.0029466666666667,1.0073400000000001,94110559376.09723,68192143360.6875
2023-05-07,2023-05-08,1.0045366666666666,1.00695,1.0028966666666668,1.00695,69837913214.08333,68007947636.12847
2023-05-06,2023-05-07,1.0017333333333334,1.0045466666666667,1.0016266666666667,1.0043766666666667,94523657313.99306,67922182457.173615
2023-05-05,2023-05-06,1.0011533333333331,1.00264,1.0009,1.0017,87407028000.9618,67822062725.65278
2023-05-04,2023-05-05,1.00069,1.0015366666666667,1.0006633333333335,1.0011566666666667,82525457050.3125,67794055945.64931
2023-05-03,2023-05-04,1.0012533333333333,1.0013566666666667,1.0004766666666667,1.00067,79938326441.91112,67784717269.17778
2023-05-02,2023-05-03,1.0007233333333334,1.0017099999999999,1.0004666666666666,1.0012899999999998,85388084930.32292,67790045794.875
2023-05-01,2023-05-02,1.0006666666666666,1.00101,1.0003900000000001,1.0008233333333332,86845757254.40973,67766521824.12153
2023-04-30,2023-05-01,1.0007666666666666,1.0010033333333332,1.0005133333333334,1.0006366666666666,51065779931.611115,67775085330.21528
2023-04-29,2023-04-30,1.0008366666666666,1.0011333333333334,1.0007233333333334,1.0008266666666668,60963263451.22222,67786070917.16319
2023-04-28,2023-04-29,1.00029,1.0009266666666667,1.00027,1.00087,87382927280.84027,67766890231.24653
2023-04-27,2023-04-28,1.00054,1.0006833333333334,1.0002199999999999,1.0002533333333332,141651897252.23694,67752410222.519165
2023-04-26,2023-04-27,1.0004099999999998,1.00078,1.0001366666666667,1.0005466666666667,98694285263.69444,67754905241.96875
2023-04-25,2023-04-26,1.0005633333333332,1.0007233333333334,1.0003199999999999,1.0006733333333333,68797359075.20833,67756000273.329865
2023-04-24,2023-04-25,1.00034,1.0007733333333333,1.0003,1.0006633333333335,63675946744.670135,67755747875.263885
2023-04-23,2023-04-24,1.0003966666666664,1.0007266666666668,1.0003399999999998,1.00037,48410677142.35069,67754884861.947914
2023-04-22,2023-04-23,1.0005433333333333,1.0013466666666668,1.0003933333333332,1.0003966666666664,68217044731.85069,67769284093.71528
2023-04-21,2023-04-22,1.0005,1.0009,1.0001366666666665,1.0004766666666665,91336672261.53473,67751299555.197914
2023-04-20,2023-04-21,1.0008799999999998,1.0010333333333332,1.00007,1.0003333333333333,109513596963.23958,67757044354.83681
2023-04-19,2023-04-20,1.0004266666666666,1.00121,1.0002833333333332,1.00078,98617383877.68402,67764506558.74653
2023-04-18,2023-04-19,1.0004066666666667,1.0007766666666666,1.00029,1.0004266666666666,82437662586.17361,67755497044.91319
2023-04-17,2023-04-18,1.0003399999999998,1.00086,1,1.00044,78670117918.65913,67752712720.38558
2023-04-16,2023-04-17,1.0005133333333334,1.00062,1.0001799999999998,1.0003766666666667,56294917137.255516,67753774937.5501
2023-04-15,2023-04-16,1.00063,1.00075,1.0004033333333335,1.000473333333333,82358379624.01523,67761280030.16076
2023-04-14,2023-04-15,1.0007,1.0008299999999999,1.00042,1.0006033333333333,105180517993.25435,67767255273.5668
2023-04-13,2023-04-14,1.00043,1.0009033333333333,1.00043,1.0007300000000001,87034417251.55556,67770291334.47271
2023-04-12,2023-04-13,1.00047,1.0006833333333334,1.0003266666666666,1.00044,78723915676.44444,67758375323.55643
2023-04-11,2023-04-12,1.0001433333333334,1.0006700000000002,0.99994,1.0004733333333335,82856714325.33333,67745013902.553986
2023-04-10,2023-04-11,1.00035,1.0004866666666667,0.9999033333333333,1.0001566666666666,53995786752,67740985723.36042
2023-04-09,2023-04-10,1.0000133333333334,1.0003933333333335,0.9999466666666667,1.0003533333333334,41358767007.665504,67735285673.90082
2023-04-08,2023-04-09,1.0002533333333332,1.0004033333333335,0.9999166666666667,1.0000166666666666,42817183459.55556,67734112187.001724
2023-04-07,2023-04-08,1.00014,1.0003866666666668,0.9999633333333332,1.00025,54838312433.77778,67734247792.177826
2023-04-06,2023-04-07,1.0000166666666666,1.0004133333333334,0.9999566666666667,1.0001766666666667,65633564032,67732539794.033844
2023-04-05,2023-04-06,1.0001766666666665,1.0009966666666668,0.9999500000000001,1.00005,75461421952,67732335994.347046
2023-04-04,2023-04-05,1.0001266666666666,1.0002766666666665,1,1.0002133333333332,90891000263.11111,67732876847.36191
2023-04-03,2023-04-04,1.0001633333333333,1.0004600000000001,0.9999266666666666,1.0001300000000002,70688122792.22858,67733065798.78574
2023-04-02,2023-04-03,1.00024,1.0003266666666668,1.0000766666666665,1.00016,49153158912,67738739223.736275
2023-04-01,2023-04-02,1.0001,1.0003966666666664,0.9999566666666668,1.0002699999999998,65319770680.888885,67737026522.52249
2023-03-31,2023-04-01,1.0000866666666666,1.0003333333333333,0.99982,1.0001,77376987064.88889,67731081842.42844
2023-03-30,2023-03-31,1.0000966666666666,1.0003133333333334,0.9999233333333333,1.0001166666666665,85952576170.66667,67731028540.9718
2023-03-29,2023-03-30,1.0002466666666665,1.0003766666666667,0.99985,1.0001133333333334,79630402645.33333,67733300907.4793
2023-03-28,2023-03-29,1.0003133333333334,1.00075,1.0000033333333331,1.0002699999999998,77209782670.22223,67745343901.27745
2023-03-27,2023-03-28,1.0006133333333334,1.0006133333333334,1.0001266666666666,1.0003566666666666,61091202816,67749858064.33939
2023-03-26,2023-03-27,1.0007300000000001,1.0102429214155402,1.0004233333333332,1.00059,48014297352.37982,70130066341.33551
2023-03-25,2023-03-26,1.0009833333333333,1.00151,1.0006633333333335,1.0007633333333334,73403670556.44444,67793348133.65081
2023-03-24,2023-03-25,1.0012333333333334,1.0022133333333334,1.0006733333333333,1.00103,92681656576,67796027315.686874
2023-03-23,2023-03-24,1.00152,1.0023799999999998,1.0011133333333333,1.0012299999999998,116639990869.33333,67836751980.017784
2023-03-22,2023-03-23,1.0016633333333333,1.0020300000000002,1.0003833333333334,1.0014900000000002,111721202488.88889,67827562181.834435
2023-03-21,2023-03-22,1.00165,1.0023866666666665,1.0010966666666665,1.0016833333333333,118306022115.55556,67834694387.02642
2023-03-20,2023-03-21,1.0020533333333335,1.0025366666666666,1.0009,1.0016766666666665,122290336568.88889,67855306373.808174
2023-03-19,2023-03-20,1.0018133333333334,1.0022333333333333,1.00135,1.00207,98890239857.77777,67844437579.74384
2023-03-18,2023-03-19,1.0014966666666665,1.0022499999999999,1.0013933333333334,1.0018099999999999,137786419256.8889,67847339373.74538
2023-03-17,2023-03-18,1.00175,1.0023966666666668,1.0009233333333334,1.0014633333333334,121613107484.44444,67840258118.475136
2023-03-16,2023-03-17,1.0033333333333332,1.0033333333333332,1.0013,1.0017766666666665,128546719636.96167,67892637866.21406
2023-03-15,2023-03-16,1.0026000000000002,1.0044000000000002,1.0015666666666667,1.0032666666666665,161649023601.77777,67932518236.67509
2023-03-14,2023-03-15,1.0034666666666667,1.0054999999999998,1.0016,1.0025666666666666,153517317394.02817,67950650447.159935
2023-03-13,2023-03-14,1.0066666666666666,1.0079,1.0014333333333332,1.0034333333333334,148327208248.58948,67979385233.792336
2023-03-12,2023-03-13,1.0059666666666667,1.0128000000000001,1.0053999999999998,1.0064333333333335,83975471104,68245695647.642105
2023-03-11,2023-03-12,1.0025666666666668,1.0088666666666668,1.0023,1.0057333333333334,121862802033.77777,68105426593.99908
2023-03-10,2023-03-11,1.0001,1.0027000000000001,1.0000666666666667,1.0024333333333333,125313627981.60278,67749161663.16639
2023-03-09,2023-03-10,1.0001,1.0003333333333335,0.9998666666666667,1.0001333333333333,77721765952.22299,67728553368.9225
2023-03-08,2023-03-09,0.9999666666666668,1.0002666666666666,0.9999333333333333,1.0001,75625750068.09825,67728813601.4205
2023-03-07,2023-03-08,1.0000333333333333,1.0001666666666666,0.9998999999999999,1,61215645937.77778,67725951577.23634
2023-03-06,2023-03-07,1.0001,1.0002333333333333,0.99985,0.9999666666666668,48665495708.44444,67727719147.59665
2023-03-05,2023-03-06,1.0000666666666664,1.0001666666666666,1,1.0001,48758920448,67729533748.653656
2023-03-04,2023-03-05,1.0000666666666664,1.0002,1,1.0000666666666664,52854671224.41812,67730362493.98952
2023-03-03,2023-03-04,1.0000666666666667,1.0004333333333333,0.9999466666666667,1.0001,83145147392,67733980501.05008
2023-03-02,2023-03-03,1.0001666666666666,1.0002333333333333,0.99993,1.0001,69670797056,67730597426.249725
2023-03-01,2023-03-02,1.0001333333333333,1.0002333333333333,0.9999666666666668,1.0001999999999998,74969037141.33333,67731117115.4509
2023-02-28,2023-03-01,1.0000666666666667,1.0003666666666666,0.9994333333333333,1.0002,70199148871.11111,67729055603.23495
2023-02-27,2023-02-28,1.0000666666666667,1.0001666666666666,0.9997000000000001,1.0000666666666667,61755671352.888885,67727581974.7305
2023-02-26,2023-02-27,1.0002333333333333,1.0005,1,1.0000666666666664,53239043968,67741369807.38548
2023-02-25,2023-02-26,1.0002000000000002,1.0003333333333333,1.0000333333333333,1.0002333333333333,75493518617.8676,67735569627.87884
2023-02-24,2023-02-25,1.0001999999999998,1.0004333333333333,0.9999333333333333,1.0001666666666666,90569525162.66667,67734359882.00549
2023-02-23,2023-02-24,1.0001,1.0004333333333333,0.9999666666666668,1.0002333333333333,100713147847.11111,67738077658.599365
2023-02-22,2023-02-23,1.0002666666666666,1.0004,1.0000666666666667,1.0001,105969061205.33333,67738218750.690025
2023-02-21,2023-02-22,1.0000366666666667,1.0003333333333333,0.9998333333333335,1.0002666666666666,99905912860.44444,67730974455.67052
2023-02-20,2023-02-21,1.0003333333333333,1.0004333333333333,0.9999166666666667,1,107209534890.66667,67734099645.48242
2023-02-19,2023-02-20,1.0001333333333333,1.0004,1.0000333333333333,1.0003333333333333,73674797582.22223,67737420796.53193
2023-02-18,2023-02-19,1.0003333333333333,1.0003666666666666,0.9998999999999999,1.0001333333333333,109382808348.44444,67736227784.519165
2023-02-17,2023-02-18,0.9999333333333333,1.0004666666666668,0.9999333333333333,1.0002666666666666,134728944355.55556,67737967920.30631
2023-02-16,2023-02-17,1.0001633333333333,1.0001666666666666,0.9995366666666667,1,128466280220.44444,67721168555.35707
2023-02-15,2023-02-16,1.0001,1.0004333333333333,1.00003,1.0001266666666666,108086084573.95744,67739072758.79262
2023-02-14,2023-02-15,1.00041,1.0008333333333332,1.0000666666666667,1.0001,102924201841.77777,67753957573.42319
2023-02-13,2023-02-14,1.0002,1.0019,1.0000666666666667,1.0003766666666667,90578819242.66667,67758264801.41861
2023-02-12,2023-02-13,1.00013,1.0004,0.9999666666666668,1.0002,57351631274.666664,67734770616.75902
2023-02-11,2023-02-12,1.0001,1.00033,1.00003,1.00013,82502769635.55556,67731665806.915474
2023-02-10,2023-02-11,1.0001333333333333,1.0003166666666667,0.9999600000000001,1.0001333333333333,124483221930.66667,67733420835.75647
2023-02-09,2023-02-10,1.00006,1.0002,0.9998,1.0001299999999997,111284350008.88889,67723585933.18004
2023-02-08,2023-02-09,1.0000066666666665,1.0004033333333333,0.9999033333333333,1.00006,110356999708.44444,67726267466.750946
2023-02-07,2023-02-08,1.0000366666666667,1.0002,0.99993,1.0000033333333331,90206809969.77777,67725168516.13219
2023-02-06,2023-02-07,1.00035,1.0006166666666667,0.9998900000000001,1.0000333333333333,82965029632,67731456520.31403
2023-02-05,2023-02-06,1.0001333333333333,1.0015366666666667,1.00007,1.0005133333333334,69547783352.88889,67742101134.72309
2023-02-04,2023-02-05,1.0001,1.0005033333333333,0.9999566666666667,1.0002666666666666,84772880142.22223,67732196469.946014
2023-02-03,2023-02-04,1.0000966666666666,1.0007,0.9999033333333333,1.0001633333333333,110628837404.44444,67735059855.54511
2023-02-02,2023-02-03,1.0002000000000002,1.00071,0.9999666666666668,1.00013,120718848881.77777,67735606195.47466
2023-02-01,2023-02-02,1.0001333333333333,1.00043,0.9999666666666668,1.0003033333333333,86206298112,67732920742.67889
2023-01-31,2023-02-01,1.0001333333333333,1.0003666666666666,0.9998966666666668,1.0001666666666666,94062070328.88889,67729584698.57558
2023-01-30,2023-01-31,1.0000066666666667,1.0002333333333333,0.9999666666666666,1.0001666666666666,93772463587.55556,67728898834.245026
2023-01-29,2023-01-30,1.0001,1.0004,0.9999733333333333,0.9999733333333333,73495667128.88889,67735516053.305504
2023-01-28,2023-01-29,1.0000633333333333,1.0001333333333333,0.9999699999999999,1.0000333333333333,80762890666.66667,67728104015.46659
2023-01-27,2023-01-28,0.9999333333333333,1.0000966666666666,0.9999166666666667,1.0000666666666669,91234763662.22223,67725238278.33282
2023-01-26,2023-01-27,1.0000666666666664,1.0000666666666669,0.9999333333333333,0.9999733333333333,112870462862.22223,67724373697.35397
2023-01-25,2023-01-26,1.0000666666666664,1.0001333333333333,0.9999666666666668,1.0000333333333333,99150870926.22223,67726400720.39214
2023-01-24,2023-01-25,1.0000333333333333,1.0001,0.9998999999999999,1.0000333333333333,91353341411.55556,67723860278.91237
2023-01-23,2023-01-24,1.0001,1.0001,0.9999333333333333,0.9999666666666668,93119994112,67726084830.877716
2023-01-22,2023-01-23,1,1.0001,0.9998666666666667,1.0000666666666664,93416854215.11111,67722196959.93035
2023-01-21,2023-01-22,0.9999333333333333,1.0001,0.9998999999999999,0.9999666666666668,115203070264.88889,67722549690.157486
2023-01-20,2023-01-21,0.9998999999999999,1.0000666666666667,0.9998333333333335,1,69921652152.88889,67719767040.58817
